PassengerId,Survived_pred,Prob
892,0,0.15946677276503748
893,0,0.41752442596010375
894,0,0.13050683787283834
895,0,0.14665419602815796
896,0,0.463420923889699
897,0,0.18007764851781596
898,1,0.8539339187828948
899,0,0.1691122227532075
900,1,0.7836954492415912
901,0,0.10299249836376473
902,0,0.14630508899196848
903,0,0.15720812893386613
904,1,0.8918445693300522
905,0,0.16032198148758775
906,1,0.9138110230718856
907,1,0.8930132107640717
908,0,0.13662038513073035
909,0,0.17160899988232012
910,0,0.4220067822261166
911,1,0.5329237916617334
912,0,0.27206076122832545
913,1,0.5245153990951009
914,1,0.9052898279692524
915,0,0.28864502493000016
916,1,0.5190520807503147
917,0,0.13888503772894056
918,1,0.8983549735057363
919,0,0.1664323474165891
920,0,0.15627433703448232
921,0,0.15707361574792583
922,0,0.1558763155864938
923,0,0.13891206484680116
924,0,0.34125767833794485
925,0,0.37224730126740735
926,0,0.2172204231975386
927,0,0.1832404459630277
928,1,0.5208108099486407
929,1,0.5465597173719292
930,0,0.14719656580000023
931,0,0.26271054010056977
932,0,0.11022438371321505
933,0,0.15702933034259542
934,0,0.15769115441871248
935,1,0.8645414294523104
936,1,0.9148720402040252
937,0,0.14508507739461837
938,0,0.1599344972279794
939,0,0.1537981832543247
940,1,0.8171306512407766
941,0,0.5123927489840477
942,0,0.1820739855983642
943,0,0.13399041995927813
944,1,0.7455466815678922
945,1,0.8567779922574553
946,0,0.13308131229582731
947,0,0.1297486369755273
948,0,0.15392329014244108
949,0,0.14472730987685792
950,0,0.11740317022433283
951,1,0.8287904659335434
952,0,0.16072690569079498
953,0,0.14668868964636586
954,0,0.15641360744240432
955,1,0.8626740888762937
956,0,0.5134467818487243
957,1,0.876326394151638
958,1,0.8606302185993636
959,0,0.15747879234131743
960,0,0.15511344974307453
961,0,0.2535979785442814
962,1,0.8624847514810988
963,0,0.14841446700834882
964,1,0.5179247350421469
965,0,0.1572697599843382
966,1,0.8558784821182406
967,0,0.16090525486101656
968,0,0.14651116653849683
969,1,0.8052194346277156
970,0,0.14440987314216241
971,1,0.8624847514810988
972,1,0.6464714260850445
973,0,0.5
974,0,0.1567902824819
975,0,0.14630508899196848
976,0,0.13343565423323314
977,0,0.15074330189465251
978,1,0.8600972757706872
979,1,0.5601532856233901
980,1,0.8583914427723212
981,1,0.8740939315297832
982,0,0.4590775715162977
983,0,0.14614436623744886
984,1,0.9222446831906492
985,0,0.14651116653849683
986,0,0.16417426526307097
987,0,0.14491658948759464
988,1,0.7070066519022717
989,0,0.14721608607464493
990,1,0.5485134909676829
991,0,0.1518808975639046
992,1,0.8997566273247535
993,0,0.14041628634030837
994,0,0.1537981832543247
995,0,0.14503253972303948
996,1,0.8169109806055076
997,0,0.170564086940901
998,0,0.15538322497825238
999,0,0.1537981832543247
1000,0,0.1474082710220096
1001,0,0.16158062301012965
1002,0,0.1339511034648063
1003,1,0.8584284311844002
1004,1,0.8569199278416669
1005,1,0.8604199358618788
1006,1,0.8088515651060402
1007,0,0.2072385646631294
1008,0,0.15513152396265534
1009,1,0.8382180306532111
1010,0,0.1626213860440178
1011,1,0.8585174271749553
1012,1,0.855820565325486
1013,0,0.15454425087401433
1014,1,0.9013496634229478
1015,0,0.14545317564922658
1016,0,0.1537981832543247
1017,1,0.7411661667741851
1018,0,0.14674691206370633
1019,1,0.7785949091802016
1020,0,0.15618834609943916
1021,0,0.14544598297160807
1022,0,0.15069519258237607
1023,0,0.15805941323798112
1024,0,0.2938512943500913
1025,0,0.1459853267645614
1026,0,0.15768550243574342
1027,0,0.1451912705676975
1028,0,0.1576526022476275
1029,0,0.1433831174501303
1030,1,0.5360464918818175
1031,0,0.20521374675349557
1032,0,0.21120250303440669
1033,1,0.8821102901264235
1034,0,0.2555622020816937
1035,0,0.15447093232073064
1036,0,0.15670478036176136
1037,0,0.11646506881508574
1038,0,0.15707856276570278
1039,0,0.1470751194618656
1040,0,0.15702933034259542
1041,0,0.13234219155971258
1042,1,0.8879991077508368
1043,0,0.15632773161728813
1044,0,0.15497301182712478
1045,0,0.5053005606084537
1046,0,0.09809723547502772
1047,0,0.14479877876138825
1048,1,0.8539132775884481
1049,1,0.5353290770865724
1050,0,0.15670478036176136
1051,1,0.6211269496901621
1052,1,0.8583702769105515
1053,1,0.613189104147893
1054,1,0.8616225154064484
1055,0,0.14512820872039303
1056,0,0.15571505006767342
1057,0,0.4433013001346115
1058,0,0.17064699391631394
1059,0,0.09465334587070597
1060,1,0.855393386373512
1061,1,0.543313812911788
1062,0,0.14584668657104694
1063,0,0.15695674693570652
1064,0,0.1216629509029908
1065,0,0.15577218119217
1066,0,0.1541132104354426
1067,1,0.9220432314546312
1068,1,0.884483892694905
1069,0,0.26658657898125304
1070,1,0.6671105142893204
1071,1,0.6550877374431324
1072,0,0.14440987314216241
1073,0,0.24181272857652467
1074,1,0.894006351653416
1075,0,0.1537981832543247
1076,1,0.880642037716255
1077,0,0.1571991337553064
1078,1,0.9223566371468083
1079,0,0.1151553628781577
1080,0,0.1571237180356996
1081,0,0.15506859638203313
1082,0,0.1384152544417759
1083,0,0.15701870803641407
1084,0,0.36064509146092355
1085,0,0.13022666107668637
1086,1,0.8155807631843077
1087,0,0.15161205369487102
1088,1,0.6070959310869506
1089,1,0.5592427118359106
1090,0,0.14474676131635753
1091,1,0.5210577136447034
1092,1,0.8673197391363893
1093,1,0.850953889832149
1094,0,0.40894357409720117
1095,1,0.9423212554379352
1096,0,0.14216259285820215
1097,0,0.15774295169100447
1098,1,0.8350555234966969
1099,0,0.14320424961652894
1100,1,0.8544561155646034
1101,0,0.1450469357002555
1102,0,0.1752584338296788
1103,0,0.14519298716814016
1104,0,0.251876375818496
1105,1,0.7752819641337989
1106,0,0.29159283338800845
1107,0,0.15640604253556736
1108,1,0.8585549095266547
1109,0,0.29172973756374593
1110,1,0.8963701602480927
1111,0,0.14651116653849683
1112,1,0.8626921004456894
1113,0,0.14861379551309245
1114,1,0.8518052422802158
1115,0,0.14828573689901403
1116,1,0.7898073168124244
1117,1,0.6547534086171682
1118,0,0.145708211255983
1119,1,0.8583914427723212
1120,0,0.1681930950462365
1121,0,0.15110055342148454
1122,0,0.26848100381121137
1123,1,0.8883247051261922
1124,0,0.12253773970765625
1125,0,0.15387441411487035
1126,0,0.2374901319575178
1127,0,0.1504558224627058
1128,0,0.2907724621696683
1129,0,0.17577487488648275
1130,1,0.8978552166160625
1131,1,0.9103924390075111
1132,1,0.7755686121179776
1133,1,0.8019973214030864
1134,0,0.26571836314256225
1135,0,0.14629402578030026
1136,0,0.08169799413212397
1137,0,0.16167594968451168
1138,1,0.8690244622490998
1139,0,0.1098472616364937
1140,1,0.8585174271749553
1141,1,0.6930530035803567
1142,1,0.9339162063396443
1143,0,0.1505472593656435
1144,0,0.21641152185609047
1145,0,0.147144662838953
1146,0,0.15332937055500567
1147,0,0.14584668657104694
1148,0,0.1537981832543247
1149,0,0.14651116653849683
1150,1,0.8535637190168108
1151,0,0.148259013996992
1152,0,0.12554771541403323
1153,0,0.14836086406726
1154,1,0.872051890636674
1155,1,0.8351592856665695
1156,0,0.1304005581205839
1157,0,0.14630508899196848
1158,0,0.15710453505723898
1159,0,0.14584668657104694
1160,1,0.5208108099486407
1161,0,0.16175058422594482
1162,0,0.18242257358983696
1163,0,0.1537981832543247
1164,1,0.8761141891057667
1165,1,0.8584524469053653
1166,0,0.15576872762679966
1167,1,0.8545396122178884
1168,0,0.14151327310428022
1169,0,0.14576445731507728
1170,0,0.134954799436106
1171,0,0.14684629232787821
1172,1,0.5382944806504513
1173,1,0.7681323829280247
1174,1,0.8583914427723212
1175,1,0.8975652432585842
1176,1,0.8290185779790473
1177,0,0.1540501964536682
1178,0,0.14545317564922658
1179,0,0.1805162956100912
1180,0,0.15577218119217
1181,0,0.14651116653849683
1182,0,0.15720482922419732
1183,1,0.8530229329445084
1184,0,0.15577218119217
1185,0,0.16620670899228132
1186,0,0.15717572582145467
1187,0,0.14519096407850862
1188,1,0.9395270097441074
1189,0,0.15707361574792583
1190,0,0.15484690007893656
1191,0,0.14712104045702132
1192,0,0.15031930073504987
1193,0,0.1328298634871904
1194,0,0.11819887446860548
1195,0,0.14625333206581703
1196,1,0.8583914427723212
1197,1,0.8001487992785689
1198,0,0.3323618037658035
1199,1,0.7757078618128851
1200,0,0.17440601229038213
1201,0,0.44123958873099167
1202,0,0.1576175457899319
1203,0,0.16802412170407025
1204,0,0.14587965422152266
1205,1,0.8235709783587661
1206,1,0.87393839903893
1207,1,0.8595128496024156
1208,0,0.41057291237389004
1209,0,0.15709315109659913
1210,0,0.14557186765340915
1211,0,0.14655372329756222
1212,0,0.14503253972303948
1213,0,0.16021908456900494
1214,0,0.1433831174501303
1215,0,0.15412887951631649
1216,1,0.86885492047645
1217,0,0.14475871890414252
1218,1,0.8010530019408915
1219,0,0.1845366594387195
1220,0,0.1378325095275246
1221,0,0.1515336326898606
1222,1,0.7903065779099647
1223,0,0.1569658423565118
1224,0,0.15576872762679966
1225,1,0.7815962754918591
1226,0,0.14562688284793474
1227,0,0.1550933298275282
1228,0,0.1463230490137773
1229,0,0.11842672288696202
1230,0,0.16121914246730099
1231,0,0.15577218119217
1232,0,0.1620443362263296
1233,0,0.15005367489783142
1234,0,0.42957731339133004
1235,1,0.7345331783273891
1236,0,0.07968307554700688
1237,1,0.5717952559416929
1238,0,0.1433831174501303
1239,1,0.612767283689075
1240,0,0.1454515683778405
1241,1,0.8790581811868723
1242,1,0.8832061941731105
1243,0,0.14216259285820215
1244,0,0.24412225469507576
1245,0,0.14374936331678467
1246,1,0.7912540334608159
1247,0,0.15652983920069044
1248,1,0.804488272652452
1249,0,0.14628296554623715
1250,0,0.1537981832543247
1251,0,0.4420116576038927
1252,0,0.18305431389210366
1253,1,0.9108472820720749
1254,1,0.8790581811868723
1255,0,0.14665419602815796
1256,1,0.893516419454707
1257,0,0.4239464775048688
1258,0,0.15074621495779295
1259,1,0.651922125106113
1260,1,0.8808990426566489
1261,0,0.13144794646303784
1262,0,0.1570855736495129
1263,1,0.8571823821809392
1264,0,0.1600673664144118
1265,0,0.1565887139267298
1266,1,0.9084775350733242
1267,1,0.8442645246023966
1268,0,0.30491872162269995
1269,0,0.15033466426598277
1270,0,0.15807329395281977
1271,0,0.13145000133024243
1272,0,0.1537981832543247
1273,0,0.1528866079063118
1274,1,0.54663328345186
1275,0,0.48459959752010273
1276,0,0.14320798979195185
1277,1,0.8584949647730473
1278,0,0.14508870445463623
1279,0,0.14786577209908006
1280,0,0.1553417207836425
1281,0,0.13076472733526506
1282,0,0.17078794128945132
1283,1,0.9052253871674844
1284,1,0.5322476958961095
1285,0,0.15450757481650051
1286,0,0.05436598719237738
1287,1,0.8925635783184518
1288,0,0.15249643219157405
1289,1,0.9157231399005271
1290,0,0.1467201773145501
1291,0,0.1562879042216421
1292,1,0.8721709509359113
1293,0,0.14057232618240978
1294,1,0.8989481026758412
1295,0,0.2075778220375979
1296,0,0.22539195616944188
1297,0,0.15466727740353162
1298,0,0.14622405987928075
1299,0,0.37971803037560437
1300,1,0.8583544287087905
1301,1,0.8120215169823091
1302,1,0.8583914427723212
1303,1,0.8746350404055575
1304,1,0.5197253449010709
1305,0,0.14651116653849683
1306,1,0.8823462198907536
1307,0,0.15599075800243553
1308,0,0.14651116653849683
1309,0,0.11944403803070439
